id,champion1_team1,champion2_team1,champion3_1,champion4_team1,champion5_team1,champion1_team2,champion2_team2,champion3_team2,champion4_team2,champion5_team2,winner
18643,Jinx,Lee Sin,Morgana,Neeko,Shen,Kayn,Malphite,Miss Fortune,Soraka,Yone,team2
18644,Caitlyn,Garen,Jarvan IV,Lux,Yone,Kindred,Nocturne,Poppy,Talon,Teemo,team2
18645,Ashe,Ekko,Fizz,Sett,Soraka,Lee Sin,Morgana,Nocturne,Sion,Vayne,team2
18646,Malphite,Miss Fortune,Rumble,Skarner,Yasuo,Master Yi,Ornn,Soraka,Twitch,Yuumi,team1
18647,Ahri,Fiddlesticks,Kayle,Sivir,Vi,Miss Fortune,Renekton,Udyr,Volibear,Zed,team2
18648,Olaf,Orianna,Renekton,Teemo,Volibear,Blitzcrank,Caitlyn,Rengar,Tahm Kench,Veigar,team1
18649,Lulu,Rengar,Senna,Teemo,Twitch,Darius,Lux,Miss Fortune,Sion,Yone,team1
18650,Aurelion Sol,Kha'Zix,Mordekaiser,Taric,Zed,Ezreal,Gangplank,Rammus,Sylas,Thresh,team1
18651,Aphelios,Aurelion Sol,Kha'Zix,Senna,Tryndamere,Gragas,Jax,Kog'Maw,Nautilus,Zed,team1
18652,Irelia,Jhin,Nocturne,Thresh,Vi,Ezreal,Nautilus,Sylas,Tahm Kench,Yone,team1
18653,Ahri,Ashe,Kha'Zix,Malphite,Yone,Galio,Jayce,Kai'Sa,Soraka,Vi,team1
18654,Anivia,Azir,Gragas,Irelia,Lucian,Caitlyn,Gangplank,Shaco,Thresh,Yone,team2
18655,Brand,Graves,Irelia,Rengar,Xayah,Hecarim,Jhin,Nami,Riven,Ryze,team1
18656,Akali,Darius,Ezreal,Gragas,Karma,Evelynn,Fizz,Illaoi,Senna,Tristana,team2
18657,Ashe,Irelia,Mordekaiser,Morgana,Udyr,Jax,Lulu,Miss Fortune,Senna,Shen,team2
18658,Ashe,Diana,Kayle,Lux,Trundle,Dr. Mundo,Riven,Sylas,Thresh,Tristana,team1
18659,Cho'Gath,Jhin,Lee Sin,Lux,Yasuo,Alistar,Malphite,Mordekaiser,Nocturne,Twitch,team2
18660,Jax,Katarina,Kled,Lux,Miss Fortune,Evelynn,Garen,Lucian,Nautilus,Renekton,team1
18661,Hecarim,Jinx,Lux,Neeko,Shen,Leona,Nidalee,Sett,Sylas,Yasuo,team1
18662,Lux,Morgana,Yasuo,Yone,Zed,Aatrox,Janna,Vladimir,Warwick,Xayah,team1
18663,Jinx,Lulu,Malzahar,Rek'Sai,Skarner,Miss Fortune,Morgana,Nasus,Rammus,Xerath,team1
18664,Caitlyn,Master Yi,Nami,Nasus,Yasuo,Jax,Lucian,Morgana,Shen,Syndra,team2
18665,Jhin,Morgana,Orianna,Qiyana,Volibear,Aurelion Sol,Jax,Malphite,Thresh,Twitch,team1
18666,Ahri,Garen,Kayn,Teemo,Yone,Akali,Darius,Graves,Jarvan IV,Lux,team1
18667,Alistar,Ekko,Jhin,Shen,Zoe,Kai'Sa,Kayn,Rakan,Volibear,Zed,team2
18668,Ashe,Lillia,Lulu,Sett,Teemo,Brand,Evelynn,Miss Fortune,Sett,Yuumi,team2
18669,Jinx,Lux,Mordekaiser,Nautilus,Sett,Akali,Jax,Lucian,Lulu,Yone,team1
18670,Diana,Ezreal,Senna,Yone,Zac,Dr. Mundo,Jinx,Sett,Sylas,Zilean,team1
18671,Shaco,Swain,Tryndamere,Yasuo,Yone,Hecarim,Mordekaiser,Sona,Xayah,Yone,team2
18672,Annie,Ashe,Olaf,Shen,Zyra,Ahri,Ezreal,Kayle,Sona,Yone,team1
18673,Ezreal,Leona,Nautilus,Shyvana,Zed,Lux,Nocturne,Tahm Kench,Tristana,Ziggs,team1
18674,Jinx,Kayn,Veigar,Yorick,Ziggs,Amumu,Miss Fortune,Morgana,Urgot,Yone,team1
18675,Ekko,Kayle,Pyke,Teemo,Vayne,Draven,Kai'Sa,Lux,Rengar,Zed,team2
18676,Aphelios,Gangplank,Kayle,Pyke,Yone,Nautilus,Nidalee,Singed,Tristana,Yone,team1
18677,Lucian,Nami,Vi,Yone,Zed,Hecarim,Illaoi,Lulu,Sylas,Xayah,team2
18678,Ahri,Jhin,Mordekaiser,Morgana,Sejuani,Kalista,Pyke,Shen,Vi,Yasuo,team1
18679,Ashe,Cassiopeia,Nidalee,Yone,Yuumi,Sett,Swain,Varus,Yasuo,Zed,team2
18680,Fiddlesticks,Malphite,Miss Fortune,Pantheon,Yasuo,Aphelios,Azir,Nasus,Shaco,Taric,team1
18681,Hecarim,Karthus,Senna,Xerath,Yone,Garen,Hecarim,Malzahar,Nami,Vayne,team2
18682,Aatrox,Pyke,Sejuani,Yasuo,Yone,Akali,Jhin,Lux,Shyvana,Xerath,team2
18683,Ashe,Evelynn,Kai'Sa,Urgot,Yone,Dr. Mundo,Hecarim,Thresh,Tristana,Zed,team1
18684,Caitlyn,Heimerdinger,Janna,Lillia,Shen,Lux,Miss Fortune,Ornn,Xin Zhao,Yone,team1
18685,Galio,Graves,Lillia,Lulu,Vayne,Olaf,Senna,Shen,Yuumi,Zoe,team1
18686,Ekko,Elise,Ezreal,Fiora,Senna,Ashe,Irelia,Karma,Kayn,Lissandra,team2
18687,Blitzcrank,Caitlyn,Kindred,LeBlanc,Vladimir,Galio,Hecarim,Jinx,Lulu,Renekton,team2
18688,Ashe,Fiora,Janna,Lux,Warwick,Galio,Renekton,Thresh,Vayne,Xin Zhao,team1
18689,Nautilus,Neeko,Riven,Sejuani,Senna,Ezreal,Jarvan IV,Lux,Malphite,Vel'Koz,team1
18690,Ahri,Akali,Jhin,Rek'Sai,Thresh,Ekko,Miss Fortune,Ornn,Swain,Yone,team2
18691,Dr. Mundo,Draven,Lee Sin,Nami,Yone,Azir,Bard,Ezreal,Kha'Zix,Zyra,team1
18692,Jhin,Lee Sin,Ornn,Pantheon,Twisted Fate,Caitlyn,Jarvan IV,Jayce,Nautilus,Vladimir,team2
18693,Aphelios,Kayle,Lee Sin,Lissandra,Zyra,Aurelion Sol,Miss Fortune,Pantheon,Sylas,Xin Zhao,team2
18694,Soraka,Swain,Tahm Kench,Twitch,Vi,Ezreal,Kled,Syndra,Taliyah,Thresh,team2
18695,Annie,Dr. Mundo,Lillia,Lulu,Senna,Heimerdinger,Jhin,Kha'Zix,Ornn,Thresh,team2
18696,Cassiopeia,Kai'Sa,Lillia,Nautilus,Shaco,Ashe,Janna,Nunu & Willump,Shen,Sylas,team1
18697,Diana,Jhin,Ornn,Rek'Sai,Yuumi,Caitlyn,Mordekaiser,Poppy,Sona,Yone,team1
18698,Kai'Sa,Kayle,Olaf,Yone,Yuumi,Kled,Rakan,Senna,Syndra,Warwick,team1
18699,Azir,Camille,Jhin,Kha'Zix,Leona,Gnar,Lucian,Nunu & Willump,Thresh,Xerath,team1
18700,Amumu,Malzahar,Sett,Taric,Vayne,Akali,Blitzcrank,Kha'Zix,Xayah,Zed,team2
18701,Akali,Draven,Shen,Thresh,Volibear,Ahri,Kayn,Lulu,Nasus,Vayne,team1
18702,Ahri,Dr. Mundo,Morgana,Sett,Swain,Caitlyn,Katarina,Lulu,Mordekaiser,Xin Zhao,team2
18703,Ezreal,Fiora,Galio,Master Yi,Zyra,Hecarim,Miss Fortune,Mordekaiser,Sona,Yone,team1
18704,Evelynn,Kayle,Senna,Sett,Thresh,Malphite,Mordekaiser,Renekton,Shyvana,Yasuo,team2
18705,Graves,Leona,Nocturne,Senna,Wukong,Ahri,Jhin,Lee Sin,Taric,Volibear,team1
18706,Bard,Galio,Mordekaiser,Yone,Zed,Katarina,Lucian,Rammus,Sett,Thresh,team1
18707,Ekko,Ezreal,Master Yi,Singed,Taric,Blitzcrank,Kai'Sa,Katarina,Olaf,Sion,team1
18708,Aphelios,Neeko,Ornn,Swain,Talon,Jhin,Katarina,Sett,Shen,Thresh,team2
18709,Amumu,Ashe,Sejuani,Thresh,Yasuo,Annie,Kayn,Kha'Zix,Lucian,Swain,team2
18710,Ashe,Katarina,Thresh,Wukong,Zac,Annie,Jarvan IV,Kalista,Kayn,Nautilus,team2
18711,Ahri,Caitlyn,Gnar,Gragas,Nautilus,Rammus,Riven,Swain,Syndra,Xayah,team2
18712,Akali,Fiora,Rakan,Xayah,Zac,Ahri,Fiddlesticks,Lee Sin,Sivir,Warwick,team2
18713,Diana,Kindred,Nami,Sylas,Tristana,Braum,Galio,Kalista,Kha'Zix,Malphite,team2
18714,Aphelios,Azir,Irelia,Sejuani,Thresh,Alistar,Galio,Gragas,Urgot,Vayne,team2
18715,Azir,Elise,Jayce,Sivir,Vel'Koz,Blitzcrank,Ezreal,Master Yi,Rumble,Shen,team2
18716,Aurelion Sol,Caitlyn,Ekko,Lulu,Maokai,Gragas,Leona,Lucian,Shen,Viktor,team2
18717,Sivir,Thresh,Udyr,Urgot,Zoe,Aatrox,Bard,Fizz,Kai'Sa,Trundle,team2
18718,Bard,Lillia,Lucian,Yasuo,Yone,Ashe,Corki,Jarvan IV,Senna,Shen,team2
18719,Ashe,Katarina,Nautilus,Nocturne,Rammus,Graves,Neeko,Senna,Shen,Sona,team2
18720,Annie,Garen,Janna,Lucian,Rengar,Akali,Graves,Pyke,Shen,Sivir,team2
18721,Aatrox,Aurelion Sol,Jax,Karma,Miss Fortune,Brand,Malzahar,Renekton,Senna,Zac,team1
18722,Kai'Sa,Leona,Nocturne,Sylas,Zed,Braum,Camille,Evelynn,Heimerdinger,Senna,team1
18723,Hecarim,Lucian,Malzahar,Yone,Zilean,Amumu,Galio,Jhin,Lillia,Nami,team1
18724,Ezreal,Jayce,Kha'Zix,Yuumi,Zoe,Fiora,Jarvan IV,Kog'Maw,Nocturne,Thresh,team2
18725,Darius,Ezreal,Lee Sin,Rengar,Zilean,Akali,Jarvan IV,Kai'Sa,Rakan,Tryndamere,team2
18726,Cassiopeia,Garen,Hecarim,Lucian,Sett,Draven,Renekton,Rengar,Senna,Veigar,team2
18727,Ezreal,Hecarim,Illaoi,Yasuo,Yuumi,Kai'Sa,Kassadin,Rengar,Sett,Singed,team2
18728,Gnar,Lee Sin,Lulu,Vayne,Vladimir,Annie,Garen,Nautilus,Rengar,Xayah,team2
18729,Draven,Jayce,Karma,Rengar,Yasuo,Ekko,Leona,Rammus,Sett,Swain,team2
18730,Annie,Jhin,Mordekaiser,Thresh,Xin Zhao,Rengar,Ryze,Sylas,Vayne,Zyra,team2
18731,Hecarim,Kai'Sa,Pantheon,Renekton,Vladimir,Jhin,Rammus,Thresh,Yasuo,Yone,team1
18732,Ashe,Renekton,Senna,Sylas,Volibear,Azir,Hecarim,Janna,Rengar,Varus,team2
18733,Camille,Jhin,Nami,Sylas,Vi,Jarvan IV,Orianna,Rakan,Shen,Twitch,team1
18734,Ashe,Ekko,Katarina,Soraka,Teemo,Aatrox,Blitzcrank,Graves,Kai'Sa,Lissandra,team1
18735,Blitzcrank,Irelia,Jhin,Malzahar,Sejuani,Hecarim,Miss Fortune,Nami,Sett,Vladimir,team2
18736,Jinx,Lulu,Rek'Sai,Warwick,Zoe,Jax,Nunu & Willump,Thresh,Tristana,Yasuo,team2
18737,Akali,Jax,Poppy,Rakan,Tristana,Annie,Kai'Sa,Malphite,Senna,Udyr,team2
18738,Garen,Kai'Sa,Morgana,Poppy,Zed,Ekko,Malzahar,Sett,Sivir,Yasuo,team2
18739,Ahri,Jarvan IV,Ornn,Senna,Veigar,Ekko,Ezreal,Kayn,Mordekaiser,Thresh,team2
18740,Jhin,Kayn,Leona,Mordekaiser,Zed,Ahri,Camille,Kai'Sa,Nautilus,Vi,team2
18741,Blitzcrank,Jayce,Rumble,Tristana,Vi,Cassiopeia,Kha'Zix,Lulu,Twitch,Zed,team1
18742,Ivern,Jinx,Nautilus,Rumble,Yasuo,Jhin,Nunu & Willump,Sett,Syndra,Vel'Koz,team2
18743,Caitlyn,Fiddlesticks,Kassadin,Mordekaiser,Senna,Akali,Garen,Jhin,Leona,Sejuani,team1
18744,Akali,Ezreal,Gnar,Kha'Zix,Taric,Blitzcrank,Gangplank,Jinx,Lillia,Orianna,team2
18745,Darius,Ekko,Nautilus,Poppy,Tristana,Lux,Master Yi,Ornn,Vayne,Zac,team2
18746,Jax,Jhin,Lulu,Sion,Taliyah,Kayle,Nautilus,Senna,Warwick,Xerath,team1
18747,Ezreal,Galio,Hecarim,Sylas,Zed,Aphelios,Evelynn,Lulu,Orianna,Quinn,team1
18748,Hecarim,Jinx,Kayle,Thresh,Zed,Cassiopeia,Gragas,Leona,Lucian,Rengar,team1
18749,Annie,Fiddlesticks,Jhin,Yorick,Yuumi,Ashe,Ekko,Lulu,Ornn,Sylas,team1
18750,Ashe,Hecarim,Lulu,Shen,Zed,Jax,Jhin,Swain,Taric,Yone,team2
18751,Darius,Ezreal,Fizz,Sett,Varus,Ashe,Gangplank,Neeko,Nunu & Willump,Pyke,team2
18752,Fiora,Lucian,Neeko,Poppy,Senna,Galio,Kai'Sa,Shen,Sona,Zac,team1
18753,Amumu,Kai'Sa,Maokai,Senna,Zed,Caitlyn,Diana,Lulu,Nasus,Shyvana,team1
18754,Blitzcrank,Corki,Jhin,Rengar,Vi,Caitlyn,Graves,Soraka,Veigar,Yone,team1
18755,Caitlyn,Jax,Lux,Olaf,Rakan,Kha'Zix,Sett,Vayne,Vladimir,Yone,team1
18756,Cassiopeia,Hecarim,Jhin,Malphite,Senna,Alistar,Aphelios,Kayle,Lee Sin,Shaco,team2
18757,Fiddlesticks,Lissandra,Lucian,Senna,Volibear,Soraka,Vayne,Yorick,Zac,Zed,team2
18758,Caitlyn,Hecarim,Nami,Vladimir,Zed,Ekko,Ezreal,Kled,Rek'Sai,Soraka,team2
18759,Lulu,Twisted Fate,Twitch,Warwick,Yone,Galio,Kha'Zix,Lux,Nasus,Vayne,team1
18760,Ashe,Graves,Jax,Sona,Veigar,Azir,Caitlyn,Kha'Zix,Ornn,Senna,team2
18761,Fiddlesticks,Jhin,Morgana,Veigar,Zoe,Blitzcrank,Kayn,Lucian,Urgot,Vladimir,team2
18762,Cho'Gath,Jax,Kha'Zix,Lux,Vayne,Akali,Ashe,Gangplank,Nami,Volibear,team1
18763,Akali,Jhin,Kha'Zix,Sett,Syndra,Braum,Ezreal,Galio,Karthus,Talon,team1
18764,Brand,Jax,Lucian,Olaf,Xayah,Janna,Jhin,Orianna,Sett,Wukong,team2
18765,Caitlyn,Kayle,Lux,Master Yi,Sylas,Ezreal,Kha'Zix,Neeko,Tryndamere,Viktor,team2
18766,Ashe,Fizz,Kayn,Lulu,Ornn,Akali,Caitlyn,Hecarim,Leona,Sett,team2
18767,Jhin,LeBlanc,Lee Sin,Nasus,Pyke,Ahri,Aphelios,Kayn,Lux,Malphite,team2
18768,Graves,Kai'Sa,Lux,Rakan,Sett,Jhin,Lillia,Nautilus,Olaf,Orianna,team1
18769,Ahri,Caitlyn,Riven,Sona,Warwick,Galio,Jhin,Morgana,Sett,Udyr,team1
18770,Janna,Kai'Sa,Olaf,Twisted Fate,Yone,Irelia,Jhin,Shaco,Shen,Swain,team2
18771,Ezreal,Kayle,Kha'Zix,LeBlanc,Senna,Caitlyn,Evelynn,Kennen,Swain,Yone,team2
18772,Diana,Lux,Ornn,Rengar,Sona,Amumu,Draven,Mordekaiser,Nami,Yone,team1
18773,Fiora,Jhin,Kayn,Nautilus,Yasuo,Akali,Caitlyn,Ekko,Mordekaiser,Thresh,team2
18774,Ashe,Hecarim,Malphite,Morgana,Yone,Braum,Ezreal,Kayle,Shen,Viktor,team1
18775,Akali,Ezreal,Hecarim,Sona,Yone,Ahri,Alistar,Riven,Yasuo,Yone,team1
18776,Ahri,Blitzcrank,Renekton,Tristana,Warwick,Ezreal,Fiora,Graves,Karma,LeBlanc,team1
18777,Fiddlesticks,Gangplank,Jhin,LeBlanc,Maokai,Aphelios,Riven,Sett,Sylas,Yone,team1
18778,Gnar,Kai'Sa,Lulu,Lux,Nunu & Willump,Amumu,Jhin,Kassadin,Nautilus,Ornn,team1
18779,Diana,Lee Sin,Lucian,Shen,Vel'Koz,Kai'Sa,Vladimir,Yasuo,Zac,Zilean,team2
18780,Dr. Mundo,Graves,Irelia,Jhin,Lulu,Cassiopeia,Hecarim,Mordekaiser,Nami,Vayne,team1
18781,Hecarim,Kai'Sa,Mordekaiser,Pyke,Viktor,Ashe,Ekko,Nautilus,Volibear,Yasuo,team1
18782,Kai'Sa,Maokai,Sylas,Syndra,Taric,Ekko,Lucian,Teemo,Volibear,Yone,team1
18783,Alistar,Darius,Orianna,Yasuo,Zac,Akali,Heimerdinger,Nunu & Willump,Thresh,Veigar,team1
18784,Ekko,Ezreal,Shen,Sona,Yone,Galio,Jhin,Poppy,Rakan,Tryndamere,team1
18785,Jhin,Rumble,Sejuani,Thresh,Zed,Ezreal,Gangplank,Lissandra,Vel'Koz,Warwick,team2
18786,Darius,Jarvan IV,Rakan,Vladimir,Xayah,Jinx,Olaf,Riven,Soraka,Yasuo,team2
18787,Ashe,Camille,Evelynn,Pyke,Zed,Corki,Fiddlesticks,Garen,Nami,Wukong,team2
18788,Ahri,Ashe,Fiddlesticks,Lee Sin,Leona,Kai'Sa,Kha'Zix,Mordekaiser,Shen,Yone,team2
18789,Caitlyn,Kayle,Mordekaiser,Shen,Skarner,Evelynn,Ezreal,Nautilus,Ryze,Vladimir,team1
18790,Blitzcrank,Ryze,Sett,Vayne,Wukong,Irelia,Kha'Zix,Lucian,Shen,Vladimir,team2
18791,Caitlyn,Lulu,Teemo,Twisted Fate,Warwick,Lillia,Lux,Shen,Sivir,Viktor,team1
18792,Kayle,Lucian,Sejuani,Sett,Tryndamere,Jinx,Kled,Rammus,Shaco,Yone,team2
18793,Ahri,Jhin,Kayle,Mordekaiser,Morgana,Evelynn,Kai'Sa,Kennen,Shen,Yone,team1
18794,Dr. Mundo,Irelia,Kindred,Morgana,Senna,Ashe,Evelynn,Mordekaiser,Rengar,Yasuo,team1
18795,Graves,Kha'Zix,Rumble,Sett,Veigar,Illaoi,Shaco,Sylas,Yasuo,Yone,team1
18796,Taric,Vayne,Warwick,Yone,Zed,Kindred,Rumble,Soraka,Vayne,Zed,team1
18797,Akali,Shen,Thresh,Vayne,Vi,Ezreal,Kayn,Lucian,Nami,Viktor,team2
18798,Ekko,Kalista,Kayn,Nautilus,Riven,Garen,Hecarim,Jhin,Leona,Lissandra,team1
18799,Ashe,Rakan,Sylas,Warwick,Yone,Graves,Lucian,Malphite,Orianna,Thresh,team1
18800,Caitlyn,Malzahar,Pyke,Sett,Zac,Akali,Lucian,Thresh,Warwick,Yorick,team1
18801,Annie,Ashe,Garen,Hecarim,Morgana,Illaoi,Neeko,Sejuani,Senna,Swain,team1
18802,Alistar,Kai'Sa,Orianna,Sion,Volibear,Caitlyn,Jarvan IV,Soraka,Urgot,Zoe,team1
18803,Draven,Garen,Shaco,Taric,Yasuo,Fiddlesticks,Kai'Sa,Neeko,Tahm Kench,Thresh,team2
18804,Ahri,Jarvan IV,Lulu,Miss Fortune,Urgot,Gangplank,Katarina,Pyke,Volibear,Xayah,team1
18805,Akali,Darius,Olaf,Thresh,Vayne,Hecarim,Malphite,Urgot,Yasuo,Ziggs,team1
18806,Akali,Aphelios,Kha'Zix,Olaf,Thresh,Annie,Janna,Kai'Sa,Lillia,Nasus,team1
18807,Lux,Mordekaiser,Xin Zhao,Yasuo,Yone,Azir,Caitlyn,Fiddlesticks,Leona,Nasus,team1
18808,Ekko,Lucian,Pyke,Shaco,Yorick,Cho'Gath,Leona,Lux,Mordekaiser,Xayah,team2
18809,Ashe,Garen,Malzahar,Thresh,Twitch,Gangplank,Jarvan IV,Jinx,Lux,Swain,team1
18810,Blitzcrank,Dr. Mundo,Fizz,Lucian,Master Yi,Diana,Garen,Kayn,Pyke,Tristana,team1
18811,Lucian,Rengar,Riven,Thresh,Ziggs,Ahri,Bard,Master Yi,Miss Fortune,Nasus,team2
18812,Jhin,Sett,Vel'Koz,Vladimir,Yone,Ahri,Diana,Kai'Sa,Rammus,Tryndamere,team2
18813,Aurelion Sol,Ezreal,Nasus,Shen,Teemo,Gangplank,Lucian,Master Yi,Yorick,Zyra,team1
18814,Corki,Lucian,Nunu & Willump,Pyke,Yorick,Jax,Jhin,Sett,Vel'Koz,Zed,team1
18815,Amumu,Kayle,Soraka,Tristana,Yone,Elise,LeBlanc,Teemo,Twitch,Yuumi,team1
18816,Amumu,Gangplank,Jinx,Lux,Thresh,Ezreal,Gangplank,Lulu,Twisted Fate,Warwick,team1
18817,Ashe,Ekko,Kayn,Morgana,Yone,Ahri,Elise,Gangplank,Nautilus,Twitch,team1
18818,Fiddlesticks,Kayle,Neeko,Poppy,Tristana,Pyke,Sett,Sion,Tristana,Volibear,team1
18819,Ekko,Malphite,Miss Fortune,Sett,Yuumi,Camille,Jinx,Lee Sin,Viktor,Yuumi,team1
18820,Ashe,Kayn,Senna,Yasuo,Yone,Akali,Galio,Lillia,Trundle,Volibear,team1
18821,Blitzcrank,Lux,Yasuo,Yone,Zed,Anivia,Gangplank,Kai'Sa,Sett,Skarner,team1
18822,Amumu,Azir,Janna,Jhin,Tryndamere,Cho'Gath,Kai'Sa,Pyke,Sett,Swain,team1
18823,Azir,Brand,Dr. Mundo,Rek'Sai,Tristana,Ashe,Lillia,Maokai,Nautilus,Veigar,team2
18824,Amumu,Caitlyn,Mordekaiser,Morgana,Urgot,Ashe,Bard,Lillia,Shen,Twisted Fate,team2
18825,Jhin,Lucian,Malphite,Nami,Teemo,Pyke,Sett,Vayne,Volibear,Yone,team1
18826,Caitlyn,Irelia,Kayn,Teemo,Thresh,Fizz,Lillia,Nami,Shen,Sivir,team1
18827,Katarina,Lillia,Lucian,Taric,Teemo,Anivia,Ezreal,Nunu & Willump,Pyke,Renekton,team1
18828,Jhin,Mordekaiser,Morgana,Poppy,Sett,Lillia,Renekton,Tristana,Vladimir,Yuumi,team2
18829,Anivia,Jinx,Udyr,Wukong,Yuumi,Kayn,Neeko,Shen,Thresh,Varus,team1
18830,Akali,Cho'Gath,Master Yi,Teemo,Tristana,Evelynn,Illaoi,Miss Fortune,Morgana,Neeko,team1
18831,Ashe,Ekko,Soraka,Tahm Kench,Yasuo,Camille,Ezreal,Lux,Morgana,Volibear,team2
18832,Ashe,Bard,Camille,Kayn,Yone,Akali,Garen,Kai'Sa,Rammus,Thresh,team2
18833,Amumu,Gnar,Jax,Kai'Sa,Pyke,Caitlyn,Ekko,Fizz,Soraka,Yasuo,team2
18834,Ezreal,Kayn,Lux,Yasuo,Zed,Lulu,Riven,Shaco,Tristana,Veigar,team2
18835,Aatrox,Blitzcrank,Caitlyn,Ryze,Volibear,Ashe,Corki,Lillia,Morgana,Warwick,team2
18836,Kindred,Malphite,Morgana,Orianna,Tristana,Lux,Miss Fortune,Mordekaiser,Rammus,Zilean,team2
18837,Darius,Jinx,Morgana,Rammus,Senna,Blitzcrank,Caitlyn,Galio,Irelia,Olaf,team2
18838,Master Yi,Teemo,Thresh,Vayne,Zed,Caitlyn,Garen,Morgana,Shyvana,Tryndamere,team2
18839,Caitlyn,Janna,Viktor,Yone,Zac,Galio,Graves,Lux,Morgana,Yorick,team2
18840,Garen,Jhin,Karma,Mordekaiser,Rammus,Blitzcrank,Graves,Irelia,Kalista,Urgot,team1
18841,Caitlyn,Cho'Gath,Tryndamere,Warwick,Yuumi,Garen,Lux,Master Yi,Varus,Zed,team1
18842,Caitlyn,Lillia,Lucian,Master Yi,Morgana,Miss Fortune,Nautilus,Rumble,Sett,Zed,team2
18843,Caitlyn,Janna,Yasuo,Zac,Zilean,Neeko,Sett,Tristana,Xerath,Yasuo,team1
18844,Ashe,Evelynn,Nautilus,Rumble,Yasuo,Garen,Kayn,Teemo,Xayah,Yasuo,team1
18845,Lux,Nasus,Pyke,Rek'Sai,Vayne,Alistar,Kassadin,Lee Sin,Vayne,Wukong,team1
18846,Ashe,Caitlyn,Kayle,Master Yi,Xerath,Ekko,Jhin,Kayn,Yuumi,Zed,team1
18847,Ashe,Kai'Sa,Lux,Shaco,Singed,Aatrox,Jhin,Lillia,Senna,Zed,team1
18848,Akali,Cassiopeia,Maokai,Rengar,Sivir,Ahri,Jhin,Orianna,Sett,Urgot,team2
18849,Ahri,Kai'Sa,Master Yi,Nautilus,Syndra,Akali,Jhin,Rammus,Renekton,Yuumi,team2
18850,Aatrox,Lissandra,Sett,Varus,Yuumi,Lillia,Ryze,Senna,Teemo,Vladimir,team1
18851,Aphelios,Kha'Zix,Senna,Sion,Vladimir,Blitzcrank,Rengar,Volibear,Xayah,Zed,team1
18852,Bard,Diana,Jarvan IV,Jinx,Nunu & Willump,Caitlyn,Ornn,Pyke,Twitch,Vladimir,team1
18853,Ezreal,Irelia,Renekton,Senna,Twitch,Ashe,Lillia,Shen,Vel'Koz,Yone,team1
18854,Draven,Jax,Lux,Shen,Viktor,Kalista,Lillia,Pyke,Quinn,Swain,team2
18855,Ashe,Lillia,Renekton,Senna,Talon,Lucian,Pyke,Sett,Sylas,Yone,team1
18856,Ezreal,Lux,Shen,Tristana,Volibear,Ashe,Darius,Evelynn,Malzahar,Soraka,team1
18857,Leona,Master Yi,Miss Fortune,Tristana,Volibear,Caitlyn,Darius,Kayn,Swain,Taric,team1
18858,Darius,Hecarim,Jhin,Neeko,Rakan,Galio,Leona,Lucian,Nunu & Willump,Swain,team2
18859,Blitzcrank,Caitlyn,Garen,Sylas,Udyr,Ekko,Irelia,Ryze,Senna,Vayne,team2
18860,Gragas,Jhin,Sett,Soraka,Yasuo,Caitlyn,Jax,Lillia,Nami,Ryze,team1
18861,Ashe,Blitzcrank,Sylas,Taliyah,Yone,Garen,Kai'Sa,Kayn,Morgana,Neeko,team2
18862,Caitlyn,Kayle,Kayn,Neeko,Taric,Amumu,Ashe,Nami,Yone,Zoe,team2
18863,Caitlyn,Darius,Morgana,Sett,Tristana,Akali,Kalista,Nautilus,Urgot,Volibear,team1
18864,Kalista,Kindred,Nami,Neeko,Yasuo,Caitlyn,Lillia,Thresh,Veigar,Zac,team1
18865,Jhin,Nami,Poppy,Vel'Koz,Yasuo,Fizz,Jinx,Rengar,Sett,Swain,team2
18866,Ezreal,Illaoi,Kayle,Poppy,Shaco,Hecarim,Lucian,Lux,Urgot,Yasuo,team1
18867,Hecarim,Lulu,Twitch,Urgot,Yasuo,Ashe,Gangplank,Skarner,Thresh,Vayne,team1
18868,Caitlyn,Galio,Lillia,Pyke,Vayne,Ekko,Kayle,Malzahar,Sett,Shen,team1
18869,Darius,Jhin,Lux,Master Yi,Yuumi,Fizz,Miss Fortune,Poppy,Trundle,Vel'Koz,team1
18870,Bard,Jhin,Poppy,Shaco,Urgot,Galio,Kai'Sa,Quinn,Soraka,Taric,team1
18871,Akali,Draven,Pyke,Sett,Yone,Aphelios,Hecarim,Tahm Kench,Veigar,Vel'Koz,team2
18872,Annie,Ashe,Jayce,Kayn,Morgana,Gragas,Kai'Sa,Pyke,Shen,Zed,team1
18873,Ahri,Garen,Leona,Master Yi,Vayne,Jax,Karma,Miss Fortune,Nunu & Willump,Orianna,team1
18874,Kayle,Lux,Sett,Thresh,Tristana,Caitlyn,Irelia,Rengar,Sylas,Thresh,team1
18875,Kindred,Soraka,Vayne,Vladimir,Wukong,Fiddlesticks,Garen,Leona,Lucian,Riven,team1
18876,Cho'Gath,Nami,Senna,Veigar,Yone,Brand,Ezreal,Jax,Shen,Teemo,team1
18877,Ezreal,Nautilus,Sett,Teemo,Zed,Blitzcrank,Dr. Mundo,Kha'Zix,Lux,Thresh,team1
18878,Akali,Amumu,Fiddlesticks,Sivir,Thresh,Azir,Caitlyn,Hecarim,Riven,Tahm Kench,team1
